group,user
28,595.0
28,596.0
28,597.0
28,598.0
28,599.0
28,600.0
28,601.0
28,602.0
28,603.0
28,604.0
28,605.0
28,606.0
28,607.0
28,294.0
28,608.0
28,609.0
28,610.0
28,611.0
29,594.0
29,612.0
29,613.0
29,614.0
29,615.0
29,616.0
29,617.0
29,618.0
29,619.0
29,620.0
29,621.0
30,594.0
30,622.0
30,623.0
30,624.0
30,625.0
30,626.0
30,627.0
30,628.0
30,629.0
30,630.0
30,631.0
30,632.0
30,633.0
30,634.0
30,635.0
30,636.0
30,637.0
30,638.0
30,639.0
30,640.0
30,641.0
30,642.0
30,643.0
30,644.0
31,645.0
31,646.0
31,647.0
31,648.0
31,649.0
31,650.0
31,651.0
31,652.0
31,653.0
31,654.0
32,655.0
32,135.0
32,656.0
32,657.0
32,658.0
32,659.0
32,660.0
32,661.0
33,662.0
33,663.0
33,664.0
33,665.0
33,666.0
33,667.0
33,668.0
33,669.0
33,670.0
33,671.0
33,672.0
33,673.0
34,674.0
34,675.0
34,676.0
34,677.0
34,81.0
34,678.0
34,679.0
34,680.0
34,681.0
34,682.0
34,683.0
35,276.0
35,684.0
35,685.0
35,686.0
35,687.0
35,688.0
35,689.0
35,690.0
35,691.0
35,692.0
36,693.0
36,694.0
37,695.0
37,696.0
37,697.0
37,698.0
37,699.0
37,700.0
37,701.0
37,702.0
37,703.0
37,704.0
37,705.0
37,706.0
37,707.0
37,708.0
37,709.0
37,710.0
37,711.0
37,712.0
37,713.0
37,714.0
37,715.0
37,716.0
37,717.0
38,718.0
38,719.0
38,436.0
38,720.0
38,721.0
38,722.0
38,723.0
38,724.0
38,725.0
38,726.0
39,727.0
39,728.0
39,729.0
39,730.0
39,669.0
39,425.0
39,731.0
39,732.0
39,733.0
39,734.0
39,735.0
39,240.0
39,736.0
39,737.0
39,738.0
39,739.0
39,740.0
40,741.0
40,742.0
40,743.0
40,744.0
40,745.0
40,746.0
40,747.0
40,748.0
40,749.0
40,750.0
40,751.0
40,752.0
40,753.0
41,742.0
41,754.0
41,755.0
41,756.0
41,757.0
41,758.0
41,759.0
41,760.0
41,761.0
41,762.0
42,763.0
42,764.0
42,765.0
42,425.0
42,766.0
42,767.0
42,768.0
42,769.0
42,770.0
42,771.0
42,772.0
42,773.0
42,774.0
42,775.0
42,776.0
42,777.0
42,778.0
42,779.0
43,780.0
43,781.0
43,782.0
43,783.0
43,784.0
44,416.0
44,785.0
44,786.0
44,787.0
44,425.0
44,132.0
44,788.0
44,789.0
44,790.0
44,791.0
44,792.0
44,82.0
44,793.0
44,794.0
44,795.0
44,796.0
44,797.0
44,798.0
44,799.0
44,800.0
44,801.0
44,802.0
44,803.0
44,804.0
45,805.0
45,806.0
45,807.0
46,763.0
46,191.0
46,425.0
46,808.0
46,809.0
46,810.0
46,811.0
46,812.0
46,813.0
46,814.0
46,815.0
46,816.0
46,817.0
46,818.0
46,819.0
47,820.0
47,821.0
47,822.0
47,823.0
47,824.0
47,825.0
47,826.0
47,827.0
47,828.0
48,829.0
48,830.0
48,425.0
48,831.0
48,832.0
48,833.0
48,834.0
48,835.0
48,836.0
49,837.0
49,838.0
49,839.0
50,840.0
50,669.0
50,841.0
50,842.0
50,843.0
50,844.0
50,845.0
50,846.0
50,847.0
50,848.0
50,849.0
50,850.0
50,851.0
51,852.0
51,853.0
51,854.0
51,855.0
51,856.0
51,857.0
51,858.0
51,859.0
51,860.0
51,861.0
51,862.0
51,863.0
51,864.0
51,865.0
51,866.0
51,867.0
51,868.0
51,869.0
51,870.0
51,871.0
51,872.0
51,873.0
51,874.0
51,875.0
51,876.0
51,877.0
51,878.0
51,879.0
51,880.0
51,881.0
51,882.0
51,883.0
51,884.0
51,885.0
51,886.0
51,887.0
51,888.0
51,889.0
51,890.0
51,891.0
51,892.0
51,893.0
51,894.0
51,895.0
52,896.0
52,897.0
52,898.0
52,899.0
52,900.0
52,901.0
52,902.0
52,903.0
52,904.0
52,905.0
52,906.0
52,907.0
52,908.0
52,909.0
52,910.0
52,911.0
52,912.0
52,913.0
52,914.0
52,915.0
52,916.0
52,917.0
52,918.0
52,919.0
52,920.0
52,921.0
52,922.0
52,923.0
52,512.0
52,924.0
52,925.0
52,926.0
52,927.0
52,928.0
52,929.0
52,930.0
52,931.0
52,932.0
52,933.0
52,934.0
53,786.0
53,935.0
53,425.0
53,936.0
53,937.0
53,938.0
53,939.0
53,940.0
53,941.0
53,942.0
53,943.0
53,944.0
53,945.0
53,946.0
53,947.0
53,948.0
53,949.0
54,950.0
54,951.0
54,952.0
54,953.0
54,954.0
54,955.0
54,956.0
54,957.0
54,958.0
54,959.0
54,960.0
54,961.0
54,962.0
54,963.0
54,964.0
55,965.0
55,966.0
55,967.0
55,84.0
56,968.0
56,969.0
56,970.0
56,971.0
56,972.0
56,973.0
56,974.0
56,975.0
56,976.0
56,977.0
56,978.0
56,979.0
56,980.0
56,981.0
56,982.0
56,983.0
57,425.0
57,984.0
57,985.0
57,986.0
57,987.0
57,988.0
57,989.0
57,990.0
57,991.0
57,992.0
57,993.0
57,994.0
57,995.0
57,996.0
57,997.0
58,954.0
58,836.0
58,998.0
58,999.0
58,425.0
58,1000.0
58,1001.0
58,1002.0
58,1003.0
58,1004.0
58,1005.0
58,1006.0
59,1007.0
59,669.0
59,848.0
59,1008.0
59,1009.0
59,1010.0
59,1011.0
59,1012.0
59,1013.0
59,1014.0
59,1015.0
59,1016.0
59,1017.0
59,1018.0
59,1019.0
59,1020.0
60,1021.0
60,768.0
60,1022.0
60,1023.0
60,1024.0
60,1025.0
60,1026.0
60,1027.0
60,1028.0
60,1029.0
60,1030.0
60,1031.0
61,1032.0
61,1033.0
61,1034.0
61,1035.0
61,1036.0
61,953.0
61,1037.0
61,1038.0
61,1039.0
62,786.0
62,425.0
62,1040.0
62,1041.0
62,1042.0
62,1043.0
62,1044.0
62,1045.0
62,1046.0
62,72.0
62,1047.0
62,1048.0
62,1049.0
62,1050.0
62,1051.0
63,1052.0
63,1053.0
63,1054.0
63,1055.0
63,1056.0
63,1057.0
63,1058.0
63,1059.0
63,1060.0
63,1061.0
63,1062.0
63,1063.0
63,1064.0
63,1065.0
63,1066.0
63,1067.0
63,1068.0
63,1069.0
63,1070.0
63,1071.0
63,1072.0
64,1073.0
64,1074.0
64,1075.0
64,951.0
64,1076.0
64,1077.0
64,1078.0
64,1079.0
64,1080.0
64,1081.0
64,1082.0
64,1083.0
64,1084.0
64,1085.0
64,1086.0
64,1087.0
64,1088.0
64,1089.0
64,1090.0
64,1091.0
65,768.0
65,1092.0
65,1093.0
65,1094.0
65,1095.0
65,1096.0
65,1097.0
65,1098.0
65,1099.0
66,425.0
66,1100.0
66,1101.0
66,953.0
66,1102.0
66,954.0
66,1103.0
66,1104.0
66,1105.0
66,1106.0
66,1107.0
66,1108.0
66,1109.0
66,464.0
66,1110.0
66,1111.0
66,1112.0
67,572.0
67,1113.0
67,1114.0
67,1115.0
68,989.0
68,1116.0
68,1117.0
69,1118.0
69,1119.0
69,1120.0
69,1121.0
69,1122.0
69,1123.0
69,1124.0
69,1125.0
69,1126.0
69,1127.0
69,1128.0
69,1129.0
70,1130.0
70,1131.0
70,1132.0
70,1133.0
70,1134.0
70,1135.0
70,682.0
70,1136.0
70,1137.0
70,1138.0
70,1139.0
70,1140.0
70,1141.0
70,1142.0
70,1143.0
70,1144.0
70,1145.0
70,1146.0
70,1147.0
70,1148.0
71,1149.0
71,1150.0
71,1151.0
71,1152.0
71,1153.0
71,1154.0
71,781.0
71,1155.0
71,1156.0
71,1157.0
71,1158.0
71,1159.0
71,1160.0
72,1161.0
72,953.0
72,1162.0
72,1163.0
72,1164.0
72,1165.0
72,1166.0
72,1167.0
72,1168.0
72,1169.0
72,1170.0
72,425.0
72,60.0
72,1171.0
72,1172.0
72,1173.0
73,1174.0
73,1175.0
73,1176.0
73,1177.0
73,1178.0
73,989.0
73,1179.0
73,1180.0
73,1181.0
73,1182.0
73,1183.0
73,1184.0
73,1185.0
73,1186.0
73,1187.0
73,1188.0
73,1189.0
73,1190.0
73,1191.0
74,1192.0
74,1193.0
74,1194.0
74,1195.0
74,1196.0
74,1197.0
74,1198.0
74,1199.0
74,1200.0
74,1201.0
74,1202.0
74,1203.0
74,1204.0
74,1205.0
74,1206.0
74,1207.0
74,1208.0
74,1209.0
74,1210.0
74,960.0
74,1211.0
74,1212.0
75,1213.0
75,1214.0
75,954.0
75,1215.0
75,1216.0
75,1217.0
75,989.0
75,1218.0
75,1219.0
75,1220.0
75,1221.0
75,1222.0
75,1223.0
75,1224.0
75,1225.0
75,1226.0
75,1227.0
75,1228.0
75,1229.0
75,1230.0
75,1231.0
76,425.0
76,1232.0
76,1233.0
76,1234.0
76,1235.0
76,1236.0
76,1237.0
76,1238.0
76,1239.0
76,1240.0
76,1241.0
76,1242.0
76,1243.0
76,1244.0
76,1245.0
76,1246.0
76,1247.0
76,1248.0
76,1249.0
77,953.0
77,1250.0
77,1251.0
77,1252.0
78,1253.0
78,953.0
78,1254.0
78,1255.0
78,954.0
78,1183.0
78,1256.0
78,425.0
78,1257.0
78,1258.0
78,1259.0
78,1260.0
78,1261.0
78,1262.0
78,1263.0
78,1264.0
78,1265.0
78,1266.0
78,1267.0
78,1268.0
79,515.0
79,1269.0
79,240.0
79,1270.0
79,954.0
79,1271.0
79,1272.0
79,1273.0
79,1181.0
79,1274.0
79,1275.0
79,1276.0
79,1277.0
79,1278.0
79,1279.0
79,1280.0
79,1281.0
79,1282.0
79,1283.0
79,1284.0
80,809.0
80,954.0
80,1285.0
80,1286.0
80,1287.0
80,1288.0
80,1289.0
80,1290.0
80,1291.0
80,1292.0
80,1293.0
80,1294.0
80,1295.0
80,962.0
80,1296.0
80,1297.0
81,1298.0
81,1299.0
81,515.0
81,1300.0
81,1301.0
81,1302.0
81,1303.0
81,1304.0
81,1305.0
81,1306.0
81,1070.0
82,953.0
82,1307.0
82,1308.0
82,1309.0
82,1310.0
82,1311.0
82,1312.0
82,1262.0
82,1313.0
82,1199.0
82,1314.0
82,1315.0
82,1316.0
82,1212.0
82,1317.0
82,1318.0
82,1319.0
82,1320.0
82,1321.0
83,1322.0
83,1323.0
83,1324.0
83,1325.0
83,1326.0
83,1327.0
83,1328.0
83,1329.0
83,1330.0
83,1331.0
83,1332.0
83,1333.0
83,1334.0
84,1335.0
84,515.0
84,954.0
84,1336.0
84,1274.0
84,1337.0
84,1338.0
84,1339.0
85,1340.0
85,425.0
85,1341.0
85,1342.0
85,1343.0
85,1344.0
85,1345.0
85,1346.0
85,1347.0
85,1348.0
85,175.0
85,1349.0
85,1350.0
85,1351.0
85,1352.0
85,1353.0
86,953.0
86,954.0
86,1354.0
86,1355.0
86,1227.0
86,1356.0
86,1176.0
86,963.0
87,1357.0
87,1323.0
87,1333.0
87,1358.0
87,1359.0
87,1326.0
87,1327.0
87,1360.0
87,1361.0
87,1328.0
87,1329.0
87,1330.0
87,1362.0
87,1332.0
87,1334.0
88,1363.0
88,1364.0
88,1365.0
88,1366.0
88,1367.0
88,1368.0
88,1369.0
88,1358.0
88,1370.0
88,1371.0
88,1372.0
88,982.0
88,1373.0
88,1374.0
88,1375.0
88,1376.0
88,1377.0
88,1378.0
88,1379.0
89,1380.0
89,953.0
89,1381.0
89,1382.0
89,1383.0
89,954.0
89,1384.0
89,1285.0
89,1385.0
89,1386.0
89,1387.0
89,1388.0
89,1244.0
89,1389.0
89,1390.0
90,1175.0
90,810.0
90,425.0
90,1391.0
90,1392.0
90,1393.0
90,1394.0
90,1395.0
90,1396.0
90,1397.0
90,1398.0
91,1399.0
91,954.0
91,1400.0
91,1401.0
91,1402.0
91,1403.0
91,1404.0
91,1405.0
91,1406.0
91,1407.0
91,1408.0
91,1409.0
92,1357.0
92,1410.0
92,1411.0
92,1412.0
92,1413.0
92,1414.0
92,1415.0
92,989.0
92,1416.0
92,1417.0
92,1418.0
92,1419.0
92,1328.0
92,1329.0
92,1330.0
92,1420.0
92,1362.0
92,1323.0
92,1332.0
92,1123.0
92,1333.0
92,1334.0
92,1421.0
92,1422.0
93,1423.0
93,1362.0
93,1424.0
93,1329.0
93,1330.0
93,1323.0
93,1333.0
93,1425.0
93,1334.0
94,1423.0
94,1362.0
94,1426.0
94,1427.0
94,1424.0
94,1328.0
94,1329.0
94,1330.0
94,1428.0
94,1323.0
94,1333.0
94,1334.0
94,1429.0
95,1430.0
95,1431.0
95,1432.0
95,1433.0
95,1434.0
95,1435.0
95,1436.0
95,1437.0
95,1438.0
96,1439.0
96,425.0
96,1440.0
96,1441.0
96,667.0
96,1442.0
96,1348.0
96,1443.0
96,1444.0
96,1445.0
96,1446.0
96,693.0
96,1447.0
96,1448.0
96,1449.0
96,1450.0
96,1451.0
96,1452.0
97,1453.0
97,1454.0
97,1455.0
97,1456.0
97,1457.0
97,1048.0
97,1458.0
97,1459.0
97,1460.0
97,1461.0
97,1462.0
97,1463.0
97,1464.0
97,1465.0
97,1466.0
97,1467.0
97,1468.0
98,1323.0
98,1469.0
98,1470.0
98,1471.0
98,1472.0
98,1473.0
98,1300.0
98,1474.0
98,1475.0
98,1424.0
98,1328.0
98,1329.0
98,1330.0
98,1362.0
98,1332.0
98,1333.0
98,1334.0
98,1422.0
98,1476.0
99,1323.0
99,1477.0
99,1300.0
99,1478.0
99,1479.0
99,1480.0
99,1481.0
99,1482.0
99,1424.0
99,1328.0
99,1329.0
99,1330.0
99,1362.0
99,1332.0
99,1333.0
99,1334.0
99,1483.0
99,1422.0
99,1484.0
100,1362.0
100,1485.0
100,1323.0
100,1486.0
100,1487.0
100,1488.0
100,1328.0
100,1330.0
100,1332.0
100,1333.0
100,1489.0
100,1334.0
100,1422.0
100,1490.0
100,1469.0
101,1362.0
101,1323.0
101,1491.0
101,1492.0
101,1493.0
101,1494.0
101,1495.0
101,1496.0
101,1300.0
101,1497.0
101,1498.0
101,1499.0
101,1328.0
101,1500.0
101,1332.0
101,1333.0
101,1501.0
101,1334.0
101,1483.0
101,1502.0
101,1503.0
101,1422.0
102,1504.0
102,1505.0
102,1506.0
102,1507.0
102,1508.0
102,989.0
102,1509.0
102,1510.0
102,1511.0
102,1512.0
102,1513.0
102,1514.0
102,1515.0
102,1516.0
102,1517.0
102,1518.0
102,1519.0
102,1520.0
102,1521.0
103,1522.0
103,1523.0
103,1509.0
103,1524.0
103,1525.0
103,1526.0
103,1527.0
103,1528.0
103,1529.0
103,1530.0
103,1531.0
103,1328.0
103,1329.0
103,1330.0
103,1362.0
103,1532.0
103,1323.0
103,1332.0
103,1333.0
103,1334.0
103,1422.0
103,1533.0
103,1469.0
104,1522.0
104,1523.0
104,1534.0
104,1535.0
104,1536.0
104,1537.0
104,1515.0
104,1538.0
104,1328.0
104,1329.0
104,1330.0
104,1362.0
104,1323.0
104,1332.0
104,1333.0
104,1334.0
104,1422.0
104,1469.0
105,1504.0
105,1505.0
105,1506.0
105,1507.0
105,1539.0
105,1540.0
105,989.0
105,1541.0
105,1419.0
105,1542.0
105,1543.0
105,1544.0
105,1545.0
105,1546.0
105,1420.0
105,1307.0
105,1547.0
105,1548.0
106,1422.0
106,1508.0
106,1549.0
106,1514.0
106,1328.0
106,1329.0
106,1550.0
106,1330.0
106,1362.0
106,1323.0
106,1551.0
106,1552.0
106,1553.0
106,1332.0
106,1333.0
106,1334.0
107,1333.0
107,1554.0
107,1555.0
107,1556.0
107,1557.0
107,989.0
107,1558.0
107,1559.0
107,1560.0
107,1561.0
107,1460.0
107,1562.0
107,1328.0
107,1330.0
107,1362.0
107,1323.0
107,1332.0
107,1515.0
107,1334.0
107,1422.0
107,1469.0
107,1563.0
107,1564.0
108,1565.0
108,1566.0
108,1567.0
108,1568.0
108,1569.0
108,1570.0
108,1328.0
108,1330.0
108,1362.0
108,1323.0
108,1332.0
108,1333.0
108,1334.0
108,1422.0
108,1469.0
108,1476.0
108,1564.0
108,1571.0
109,1572.0
109,425.0
109,1343.0
109,1003.0
109,1573.0
109,1574.0
109,1575.0
109,1576.0
109,1577.0
109,1578.0
109,1579.0
109,1580.0
109,1581.0
109,1582.0
110,678.0
110,1583.0
110,1584.0
110,956.0
110,1585.0
110,1586.0
110,1587.0
111,954.0
111,1588.0
111,989.0
111,1175.0
111,1278.0
111,1589.0
111,1590.0
111,1591.0
111,1592.0
111,1593.0
111,1594.0
112,1595.0
112,954.0
112,1596.0
112,1597.0
112,1285.0
112,1598.0
112,1599.0
112,809.0
112,1170.0
112,1600.0
112,1601.0
112,1602.0
112,1603.0
112,1604.0
112,1605.0
112,1295.0
112,962.0
112,1606.0
112,1607.0
112,1608.0
113,1609.0
113,1610.0
113,954.0
113,1611.0
113,1612.0
113,1613.0
113,1614.0
113,1615.0
113,1616.0
113,1617.0
113,1618.0
113,1619.0
113,1620.0
113,1621.0
113,1622.0
113,1228.0
113,1623.0
113,1624.0
113,1625.0
114,1626.0
114,240.0
114,1627.0
114,1628.0
114,954.0
114,1629.0
114,1630.0
114,1181.0
114,1631.0
114,1632.0
114,1633.0
114,1634.0
114,1635.0
114,1636.0
115,425.0
115,1637.0
115,1638.0
115,1639.0
115,1640.0
115,1641.0
115,1642.0
115,1175.0
115,989.0
115,1643.0
115,1644.0
115,1645.0
115,1646.0
115,1233.0
115,1647.0
115,1648.0
115,1649.0
115,1650.0
115,1248.0
115,1651.0
116,1652.0
116,1653.0
116,954.0
116,1654.0
116,809.0
116,1655.0
116,1656.0
116,962.0
117,1657.0
117,1658.0
118,425.0
118,1639.0
118,1175.0
118,989.0
118,1659.0
118,1660.0
118,1661.0
118,1662.0
118,1123.0
119,954.0
119,1663.0
119,1664.0
120,1665.0
120,1666.0
120,1667.0
120,1668.0
120,1669.0
120,1670.0
120,1671.0
120,1672.0
120,1673.0
120,1674.0
120,1675.0
120,1676.0
120,1677.0
120,1678.0
120,1679.0
120,1680.0
120,1681.0
120,1682.0
120,1683.0
120,1684.0
120,1685.0
120,1686.0
120,1687.0
121,1688.0
121,1689.0
121,1690.0
121,1300.0
121,1691.0
121,1692.0
121,1693.0
121,1694.0
121,1695.0
121,1696.0
121,1697.0
121,1698.0
121,1699.0
121,1700.0
121,1637.0
121,1701.0
121,1702.0
121,1703.0
122,1704.0
122,1175.0
122,989.0
122,1705.0
122,1706.0
122,1707.0
122,1708.0
122,1709.0
123,1382.0
123,1710.0
123,1711.0
123,1712.0
123,1713.0
123,1714.0
123,954.0
123,1715.0
123,1716.0
123,1717.0
123,1718.0
123,1719.0
123,1720.0
123,1721.0
124,954.0
124,1704.0
124,1722.0
124,1723.0
124,809.0
124,956.0
124,1724.0
124,1725.0
124,1726.0
125,954.0
125,1727.0
125,1728.0
125,1729.0
125,1730.0
125,1731.0
125,1732.0
125,1733.0
125,1734.0
126,1663.0
126,954.0
126,989.0
126,1735.0
126,1736.0
126,1737.0
126,1738.0
127,425.0
127,954.0
127,989.0
127,1739.0
127,1740.0
127,1741.0
127,60.0
127,1447.0
127,1742.0
127,960.0
127,1743.0
127,1744.0
128,1745.0
128,1746.0
128,1583.0
128,1747.0
128,1748.0
128,1181.0
128,1749.0
128,1750.0
128,1751.0
128,1752.0
128,1753.0
128,1754.0
128,1755.0
128,1756.0
128,1757.0
128,1758.0
128,1759.0
128,1760.0
129,1761.0
129,1762.0
129,1763.0
129,1764.0
129,1765.0
129,1766.0
129,1767.0
129,1768.0
129,1769.0
129,1770.0
129,1771.0
129,1168.0
129,1772.0
129,1773.0
129,1774.0
129,1775.0
129,1776.0
129,1777.0
129,1778.0
129,1779.0
130,1175.0
130,1780.0
130,1181.0
130,1781.0
130,1782.0
130,989.0
130,1183.0
130,1783.0
130,1724.0
130,1784.0
130,1785.0
130,1117.0
130,1786.0
130,1787.0
131,954.0
131,1788.0
131,568.0
131,1451.0
131,1789.0
131,989.0
131,1790.0
131,1791.0
131,1792.0
131,1793.0
131,1794.0
131,1795.0
132,1796.0
132,1797.0
132,1798.0
132,1799.0
132,1175.0
132,1800.0
132,1801.0
132,1802.0
132,1803.0
132,1804.0
132,1805.0
132,1806.0
132,1807.0
132,1808.0
132,1809.0
133,1810.0
133,954.0
133,1609.0
133,1811.0
133,1812.0
133,1813.0
134,1814.0
134,240.0
134,1815.0
134,1816.0
134,1817.0
134,1818.0
134,233.0
134,1819.0
135,1199.0
135,1820.0
135,1821.0
135,1822.0
